customer_id,country,industry,company_size,acquisition_channel
C03804,India,Healthcare,501-1000,Paid Ads
C03805,USA,Technology,51-200,Referral
C03806,India,Finance,11-50,Referral
C03807,UK,Retail,501-1000,Event
C03808,USA,Finance,51-200,Organic Search
C03809,USA,Healthcare,201-500,Organic Search
C03810,USA,Technology,1000+,Referral
C03811,Germany,,201-500,Paid Ads
C03812,UK,Finance,51-200,Organic Search
C03813,USA,Healthcare,201-500,Direct
C03814,Canada,Education,51-200,Event
C03815,USA,Manufacturing,51-200,Paid Ads
C03816,Canada,Finance,201-500,Organic Search
C03817,USA,Healthcare,1-10,Referral
C03818,France,Technology,11-50,Event
C03819,France,Healthcare,501-1000,Organic Search
C03820,UK,Technology,1000+,Referral
C03821,USA,Manufacturing,11-50,Organic Search
C03822,USA,Healthcare,501-1000,Event
C03823,France,Manufacturing,501-1000,Direct
C03824,USA,Finance,1000+,Direct
C03825,USA,Technology,11-50,Referral
C03826,USA,Education,1000+,Direct
C03827,UK,Finance,51-200,Event
C03828,UK,Technology,1000+,Referral
C03829,France,Manufacturing,201-500,Organic Search
C03830,USA,Retail,1-10,Paid Ads
C03831,USA,,1-10,Organic Search
C03832,France,Manufacturing,1-10,Event
C03833,France,Technology,11-50,Referral
C03834,USA,Technology,11-50,Organic Search
C03835,UK,Technology,51-200,Referral
C03836,USA,Technology,1-10,Direct
C03837,India,Healthcare,51-200,Paid Ads
C03838,USA,Finance,1-10,Event
C03839,India,Education,11-50,Organic Search
C03840,Germany,Retail,201-500,Paid Ads
C03841,UK,Healthcare,201-500,Event
C03842,USA,Technology,201-500,Event
C03843,UK,Healthcare,1000+,Direct
C03844,UK,Manufacturing,201-500,Referral
C03845,USA,Education,501-1000,Referral
C03846,Germany,Technology,1-10,Paid Ads
C03847,India,Retail,201-500,Direct
C03848,Canada,Technology,501-1000,Event
C03849,Germany,Education,501-1000,Direct
C03850,USA,Retail,501-1000,Direct
C03851,UK,Education,51-200,Paid Ads
C03852,USA,Retail,51-200,Referral
C03853,Canada,Finance,501-1000,Direct
C03854,India,Finance,1000+,Direct
C03855,Germany,Healthcare,201-500,Direct
C03856,USA,Healthcare,1-10,Organic Search
C03857,USA,Retail,1000+,Direct
C03858,Canada,Technology,11-50,Direct
C03859,UK,Manufacturing,51-200,Event
C03860,France,Manufacturing,201-500,Organic Search
C03861,France,Technology,201-500,Direct
C03862,Canada,Technology,11-50,Direct
C03863,USA,Finance,11-50,Paid Ads
C03864,USA,Manufacturing,201-500,Paid Ads
C03865,USA,Retail,11-50,Organic Search
C03866,USA,Education,201-500,Event
C03867,UK,Healthcare,1000+,Organic Search
C03868,Germany,Education,11-50,Organic Search
C03869,Germany,Finance,1000+,Paid Ads
C03870,USA,Manufacturing,1000+,Paid Ads
C03871,USA,Technology,11-50,Event
C03872,USA,Manufacturing,201-500,Direct
C03873,USA,Retail,501-1000,Event
C03874,France,Finance,201-500,Direct
C03875,USA,Technology,1-10,Referral
C03876,UK,Education,11-50,Paid Ads
C03877,USA,Retail,51-200,Referral
C03878,Australia,Education,11-50,Referral
C03879,Canada,Healthcare,1-10,Paid Ads
C03880,USA,Finance,1000+,Referral
C03881,UK,Retail,51-200,Organic Search
C03882,Germany,Retail,51-200,Direct
C03883,India,Education,201-500,Event
C03884,USA,Technology,501-1000,Paid Ads
C03885,Australia,Healthcare,201-500,Organic Search
C03886,India,Education,51-200,Event
C03887,India,Retail,51-200,Event
C03888,Canada,Finance,501-1000,Event
C03889,Canada,Retail,11-50,Referral
C03890,UK,Manufacturing,501-1000,Referral
C03891,France,Finance,1000+,Referral
C03892,UK,Finance,201-500,Referral
C03893,Germany,Retail,11-50,Organic Search
C03894,UK,Technology,201-500,Referral
C03895,Germany,Finance,501-1000,Paid Ads
C03896,France,Manufacturing,11-50,Event
C03897,USA,,501-1000,Organic Search
C03898,France,Technology,1000+,Referral
C03899,UK,Technology,1-10,Event
C03900,France,Technology,51-200,Organic Search
C03901,UK,Finance,11-50,Event
C03902,USA,Technology,51-200,Organic Search
C03903,India,Retail,1-10,Direct
C03904,USA,Technology,11-50,Organic Search
C03905,France,Manufacturing,51-200,Referral
C03906,UK,Healthcare,51-200,Event
C03907,UK,Manufacturing,11-50,Event
C03908,USA,Finance,51-200,Event
C03909,Canada,Technology,51-200,Paid Ads
C03910,USA,Technology,11-50,Paid Ads
C03911,USA,Retail,51-200,Referral
C03912,USA,Education,51-200,Direct
C03913,USA,Technology,201-500,Paid Ads
C03914,India,,1000+,Organic Search
C03915,India,Finance,201-500,Referral
C03916,USA,Healthcare,1-10,Direct
C03917,Germany,Technology,201-500,Organic Search
C03918,USA,Healthcare,201-500,Event
C03919,Germany,,1-10,Paid Ads
C03920,France,Finance,51-200,Organic Search
C03921,India,Education,51-200,Direct
C03922,UK,Manufacturing,201-500,Referral
C03923,France,Finance,1-10,Organic Search
C03924,USA,Healthcare,51-200,Referral
C03925,India,Technology,501-1000,Event
C03926,USA,Healthcare,11-50,Direct
C03927,Canada,Manufacturing,11-50,Direct
C03928,Germany,Finance,1000+,Paid Ads
C03929,Germany,Healthcare,11-50,Direct
C03930,USA,Healthcare,201-500,Organic Search
C03931,India,Manufacturing,11-50,Organic Search
C03932,USA,Technology,11-50,Organic Search
C03933,Canada,Healthcare,501-1000,Event
C03934,USA,Manufacturing,51-200,Direct
C03935,USA,Technology,501-1000,Direct
C03936,UK,Education,201-500,Organic Search
C03937,UK,Technology,11-50,Paid Ads
C03938,USA,Education,51-200,Paid Ads
C03939,USA,Finance,1000+,Direct
C03940,UK,Manufacturing,1000+,Direct
C03941,France,Technology,11-50,Referral
C03942,Australia,Education,11-50,Direct
C03943,USA,Education,1000+,Organic Search
C03944,USA,Finance,1000+,Event
C03945,USA,Retail,201-500,Direct
C03946,USA,Manufacturing,11-50,Direct
C03947,Germany,Retail,1000+,Organic Search
C03948,Canada,Technology,1-10,Referral
C03949,USA,Manufacturing,1000+,Direct
C03950,USA,Finance,51-200,Paid Ads
C03951,USA,Technology,51-200,Paid Ads
C03952,France,Manufacturing,1-10,Paid Ads
C03953,India,Manufacturing,201-500,Event
C03954,USA,Retail,11-50,Event
C03955,USA,Technology,11-50,Direct
C03956,Australia,Finance,1000+,Direct
C03957,India,Finance,51-200,Direct
C03958,UK,Technology,201-500,Event
C03959,USA,Technology,201-500,Direct
C03960,USA,Education,201-500,Organic Search
C03961,Canada,,1000+,Referral
C03962,USA,Retail,11-50,Paid Ads
C03963,USA,Technology,201-500,Paid Ads
C03964,Canada,Technology,1000+,Organic Search
C03965,USA,Healthcare,1000+,Direct
C03966,France,Healthcare,1-10,Event
C03967,USA,Manufacturing,501-1000,Direct
C03968,USA,Finance,201-500,Direct
C03969,Canada,Retail,501-1000,Paid Ads
C03970,USA,Manufacturing,11-50,Paid Ads
C03971,India,Technology,1000+,Event
C03972,UK,Healthcare,201-500,Paid Ads
C03973,USA,Education,51-200,Direct
C03974,Germany,Finance,11-50,Organic Search
C03975,USA,Manufacturing,1-10,Event
C03976,India,Education,1-10,Organic Search
C03977,USA,Finance,501-1000,Direct
C03978,UK,Education,1000+,Event
C03979,USA,Healthcare,501-1000,Organic Search
C03980,UK,Manufacturing,51-200,Event
C03981,France,Manufacturing,51-200,Direct
C03982,France,Finance,1-10,Event
C03983,USA,Education,201-500,Direct
C03984,USA,Healthcare,1-10,Event
C03985,France,Technology,1-10,Event
C03986,India,Manufacturing,51-200,Paid Ads
C03987,USA,Technology,501-1000,Direct
C03988,UK,Healthcare,51-200,Referral
C03989,USA,Manufacturing,1000+,Event
C03990,Australia,Manufacturing,51-200,Organic Search
C03991,USA,Education,51-200,Paid Ads
C03992,USA,Technology,1-10,Paid Ads
C03993,France,Education,201-500,Event
C03994,USA,Retail,1-10,Referral
C03995,UK,Technology,11-50,Paid Ads
C03996,UK,,51-200,Direct
C03997,USA,Retail,51-200,Event
C03998,USA,Healthcare,11-50,Event
C03999,UK,Healthcare,51-200,Referral
C04000,USA,Manufacturing,51-200,Direct
C04001,Canada,Finance,1000+,Direct
C04002,France,Education,51-200,Referral
C04003,France,Finance,11-50,Organic Search
C04004,USA,,1-10,Direct
C04005,USA,Finance,51-200,Organic Search
C04006,USA,,201-500,Organic Search
C04007,USA,Technology,11-50,Event
C04008,UK,Retail,501-1000,Event
C04009,Germany,Retail,1000+,Paid Ads
C04010,USA,Manufacturing,11-50,Event
C04011,USA,Manufacturing,1-10,Direct
C04012,USA,Manufacturing,11-50,Direct
C04013,Germany,Technology,501-1000,Organic Search
C04014,USA,Finance,1000+,Direct
C04015,Canada,Education,201-500,Event
C04016,USA,Manufacturing,501-1000,Event
C04017,Australia,Manufacturing,11-50,Event
C04018,Australia,Technology,501-1000,Referral
C04019,USA,Education,11-50,Direct
C04020,USA,Technology,201-500,Paid Ads
C04021,UK,Education,201-500,Direct
C04022,USA,Technology,1-10,Direct
C04023,Germany,Finance,201-500,Referral
C04024,France,Manufacturing,51-200,Direct
C04025,Germany,Healthcare,501-1000,Organic Search
C04026,France,Healthcare,501-1000,Event
C04027,USA,Manufacturing,11-50,Event
C04028,USA,Manufacturing,201-500,Referral
C04029,Germany,Manufacturing,1-10,Event
C04030,USA,Manufacturing,1-10,Organic Search
C04031,Germany,Education,1-10,Referral
C04032,USA,Finance,1000+,Paid Ads
C04033,USA,Healthcare,51-200,Event
C04034,India,Retail,201-500,Direct
C04035,USA,Healthcare,1-10,Organic Search
C04036,India,Healthcare,51-200,Organic Search
C04037,India,Technology,501-1000,Event
C04038,France,Manufacturing,11-50,Paid Ads
C04039,Germany,Manufacturing,201-500,Direct
C04040,Canada,Manufacturing,201-500,Paid Ads
C04041,Australia,Technology,1000+,Paid Ads
C04042,USA,Finance,501-1000,Event
C04043,UK,Finance,201-500,Direct
C04044,Canada,,1000+,Event
C04045,UK,Finance,1000+,Event
C04046,UK,Finance,1000+,Organic Search
C04047,USA,Manufacturing,201-500,Event
C04048,Canada,Education,201-500,Referral
C04049,Australia,,201-500,Direct
C04050,USA,Finance,51-200,Organic Search
C04051,India,Finance,1000+,Direct
C04052,Germany,Technology,51-200,Organic Search
C04053,France,Retail,11-50,Referral
C04054,Canada,Education,201-500,Event
C04055,France,Technology,501-1000,Organic Search
C04056,USA,Manufacturing,1-10,Organic Search
C04057,France,Healthcare,11-50,Organic Search
C04058,USA,Retail,1-10,Referral
C04059,Australia,Technology,1-10,Direct
C04060,India,Finance,201-500,Referral
C04061,USA,,501-1000,Organic Search
C04062,USA,Retail,1-10,Organic Search
C04063,France,Finance,1000+,Event
C04064,USA,Technology,1-10,Referral
C04065,Australia,Technology,11-50,Referral
C04066,USA,Finance,501-1000,Paid Ads
C04067,USA,Finance,501-1000,Direct
C04068,India,Manufacturing,1-10,Paid Ads
C04069,Germany,Healthcare,501-1000,Paid Ads
C04070,France,Retail,11-50,Direct
C04071,USA,,11-50,Event
C04072,Germany,Retail,11-50,Event
C04073,Canada,Manufacturing,1000+,Direct
C04074,Canada,Technology,201-500,Direct
C04075,Germany,Manufacturing,1-10,Referral
C04076,Canada,Manufacturing,501-1000,Referral
C04077,UK,Education,11-50,Referral
C04078,USA,Finance,1-10,Referral
C04079,France,Education,1-10,Organic Search
C04080,USA,Retail,201-500,Organic Search
C04081,Germany,,1000+,Event
C04082,USA,Finance,501-1000,Organic Search
C04083,Canada,Education,1000+,Organic Search
C04084,Germany,Retail,501-1000,Referral
C04085,USA,Education,11-50,Referral
C04086,USA,Finance,11-50,Direct
C04087,USA,Technology,1-10,Referral
C04088,Canada,Manufacturing,501-1000,Direct
C04089,France,Manufacturing,501-1000,Direct
C04090,USA,Education,1000+,Organic Search
C04091,Germany,Retail,11-50,Referral
C04092,USA,Education,51-200,Organic Search
C04093,UK,Education,1-10,Referral
C04094,India,Healthcare,501-1000,Organic Search
C04095,USA,Manufacturing,201-500,Organic Search
C04096,UK,Finance,201-500,Organic Search
C04097,USA,Education,51-200,Event
C04098,USA,Healthcare,11-50,Organic Search
C04099,USA,Healthcare,11-50,Paid Ads
C04100,USA,Manufacturing,11-50,Paid Ads
C04101,Canada,Manufacturing,1000+,Paid Ads
C04102,UK,Manufacturing,201-500,Direct
C04103,UK,Finance,11-50,Organic Search
C04104,USA,Healthcare,201-500,Paid Ads
C04105,USA,Retail,51-200,Direct
C04106,Germany,Finance,1-10,Paid Ads
C04107,India,Technology,1000+,Referral
C04108,USA,Education,501-1000,Event
C04109,Australia,Manufacturing,51-200,Organic Search
C04110,Canada,Healthcare,201-500,Event
C04111,Canada,Education,51-200,Event
C04112,UK,Finance,501-1000,Referral
C04113,USA,Technology,1000+,Referral
C04114,USA,Finance,1-10,Referral
C04115,Canada,Finance,501-1000,Direct
C04116,USA,Retail,1000+,Paid Ads
C04117,India,,201-500,Organic Search
C04118,UK,Retail,501-1000,Referral
C04119,USA,Finance,51-200,Organic Search
C04120,Germany,Technology,11-50,Organic Search
C04121,USA,Healthcare,51-200,Organic Search
C04122,UK,Healthcare,201-500,Referral
C04123,Germany,Education,1-10,Referral
C04124,India,Manufacturing,501-1000,Paid Ads
C04125,France,Manufacturing,1-10,Referral
C04126,Germany,Healthcare,201-500,Referral
C04127,Germany,Finance,501-1000,Organic Search
C04128,India,Finance,1000+,Paid Ads
C04129,USA,Retail,1000+,Event
C04130,USA,Education,51-200,Referral
C04131,USA,Retail,51-200,Referral
C04132,USA,Manufacturing,201-500,Event
C04133,Germany,Healthcare,1000+,Organic Search
C04134,Canada,Finance,501-1000,Paid Ads
C04135,Canada,Healthcare,1000+,Organic Search
C04136,USA,Technology,51-200,Direct
C04137,Germany,Healthcare,201-500,Referral
C04138,USA,Technology,1000+,Direct
C04139,Germany,Retail,201-500,Referral
C04140,Canada,Retail,1000+,Direct
C04141,USA,Manufacturing,1-10,Event
C04142,USA,Healthcare,1000+,Referral
C04143,USA,Healthcare,51-200,Referral
C04144,France,Technology,501-1000,Direct
C04145,India,Retail,51-200,Paid Ads
C04146,Canada,Technology,51-200,Direct
C04147,USA,Retail,51-200,Referral
C04148,UK,Technology,201-500,Referral
C04149,Germany,Retail,11-50,Paid Ads
C04150,France,Technology,11-50,Organic Search
C04151,USA,Retail,1-10,Paid Ads
C04152,USA,Education,51-200,Organic Search
C04153,Germany,Technology,11-50,Referral
C04154,USA,Healthcare,1-10,Event
C04155,USA,Manufacturing,201-500,Event
C04156,USA,Education,51-200,Direct
C04157,UK,Education,501-1000,Paid Ads
C04158,Australia,,201-500,Paid Ads
C04159,India,Manufacturing,1-10,Event
C04160,Canada,Healthcare,201-500,Organic Search
C04161,UK,Education,501-1000,Paid Ads
C04162,USA,Healthcare,201-500,Organic Search
C04163,UK,Retail,1-10,Organic Search
C04164,USA,Manufacturing,501-1000,Organic Search
C04165,Canada,Finance,501-1000,Organic Search
C04166,USA,Retail,201-500,Direct
C04167,USA,Manufacturing,501-1000,Direct
C04168,USA,Technology,201-500,Event
C04169,USA,,51-200,Direct
C04170,USA,Healthcare,501-1000,Paid Ads
C04171,USA,Education,201-500,Direct
C04172,India,Finance,51-200,Paid Ads
C04173,UK,Technology,501-1000,Paid Ads
C04174,UK,Manufacturing,51-200,Organic Search
C04175,Australia,Education,1000+,Event
C04176,India,,501-1000,Organic Search
C04177,Canada,,1000+,Organic Search
C04178,France,Education,1-10,Direct
C04179,USA,Technology,1-10,Direct
C04180,USA,Manufacturing,201-500,Paid Ads
C04181,UK,Manufacturing,11-50,Direct
C04182,Germany,Healthcare,1000+,Direct
C04183,Germany,Finance,1000+,Referral
C04184,USA,Healthcare,1-10,Paid Ads
C04185,USA,Finance,1000+,Paid Ads
C04186,Canada,,11-50,Referral
C04187,USA,Education,51-200,Paid Ads
C04188,Canada,Finance,51-200,Event
C04189,Germany,Manufacturing,11-50,Event
C04190,Germany,Manufacturing,1000+,Referral
C04191,France,Healthcare,1000+,Direct
C04192,Australia,Healthcare,1000+,Event
C04193,UK,Education,201-500,Referral
C04194,Germany,Retail,501-1000,Event
C04195,Canada,Technology,11-50,Organic Search
C04196,USA,Retail,11-50,Referral
C04197,USA,Retail,11-50,Paid Ads
C04198,USA,Education,11-50,Event
C04199,UK,Finance,11-50,Paid Ads
C04200,Canada,Education,1000+,Referral
C04201,France,Education,201-500,Event
C04202,USA,Manufacturing,1-10,Paid Ads
C04203,USA,,1000+,Direct
C04204,India,Manufacturing,1000+,Direct
C04205,USA,Technology,501-1000,Organic Search
C04206,UK,Finance,1-10,Referral
C04207,Canada,Finance,11-50,Paid Ads
C04208,UK,Manufacturing,1-10,Organic Search
C04209,USA,Retail,201-500,Referral
C04210,USA,Technology,51-200,Direct
C04211,USA,Retail,1000+,Paid Ads
C04212,Canada,Healthcare,1-10,Event
C04213,UK,Finance,501-1000,Direct
C04214,USA,Finance,201-500,Event
C04215,Canada,Retail,51-200,Event
C04216,France,Technology,201-500,Paid Ads
C04217,USA,Finance,11-50,Paid Ads
C04218,UK,Retail,51-200,Event
C04219,Germany,Education,501-1000,Organic Search
C04220,USA,Education,51-200,Event
C04221,USA,Technology,501-1000,Event
C04222,Canada,Retail,11-50,Paid Ads
C04223,Australia,Education,501-1000,Referral
C04224,France,Technology,201-500,Direct
C04225,Canada,Manufacturing,1-10,Paid Ads
C04226,Germany,Technology,201-500,Organic Search
C04227,USA,Healthcare,1000+,Direct
C04228,Canada,Manufacturing,201-500,Paid Ads
C04229,UK,Retail,51-200,Paid Ads
C04230,USA,Manufacturing,11-50,Referral
C04231,Germany,Manufacturing,1000+,Organic Search
C04232,Canada,Retail,1000+,Organic Search
C04233,USA,Retail,1000+,Paid Ads
C04234,India,Education,1-10,Referral
C04235,USA,Healthcare,501-1000,Paid Ads
C04236,USA,Retail,51-200,Event
C04237,USA,Finance,11-50,Event
C04238,France,Finance,1-10,Referral
C04239,Germany,Healthcare,201-500,Paid Ads
C04240,USA,Technology,11-50,Referral
C04241,Germany,Technology,1000+,Paid Ads
C04242,USA,Finance,11-50,Paid Ads
C04243,France,Retail,11-50,Event
C04244,UK,Healthcare,201-500,Direct
C04245,UK,Technology,501-1000,Organic Search
C04246,India,Technology,51-200,Organic Search
C04247,USA,Manufacturing,1000+,Referral
C04248,USA,Finance,501-1000,Organic Search
C04249,Canada,Retail,1-10,Event
C04250,India,Healthcare,1000+,Direct
C04251,USA,Technology,51-200,Paid Ads
C04252,USA,Manufacturing,1-10,Paid Ads
C04253,USA,Finance,201-500,Event
C04254,UK,Finance,501-1000,Organic Search
C04255,USA,Healthcare,1000+,Paid Ads
C04256,Germany,Technology,11-50,Organic Search
C04257,India,Healthcare,51-200,Event
C04258,UK,Healthcare,1000+,Paid Ads
C04259,USA,Education,11-50,Referral
C04260,UK,Manufacturing,1000+,Direct
C04261,USA,Finance,1-10,Organic Search
C04262,Australia,Education,11-50,Organic Search
C04263,UK,Retail,11-50,Organic Search
C04264,USA,Finance,1000+,Organic Search
C04265,Germany,Finance,201-500,Event
C04266,UK,Manufacturing,201-500,Event
C04267,Canada,Retail,501-1000,Event
C04268,USA,Technology,1-10,Event
C04269,France,Retail,201-500,Paid Ads
C04270,India,Technology,1000+,Event
C04271,Canada,Retail,201-500,Paid Ads
C04272,India,Healthcare,501-1000,Referral
C04273,USA,Retail,51-200,Event
C04274,UK,Education,501-1000,Referral
C04275,Canada,Education,11-50,Event
C04276,Canada,Manufacturing,11-50,Referral
C04277,UK,Technology,201-500,Direct
C04278,USA,Finance,201-500,Referral
C04279,USA,Manufacturing,501-1000,Paid Ads
C04280,USA,Education,501-1000,Organic Search
C04281,USA,Education,1000+,Referral
C04282,Germany,Technology,1-10,Organic Search
C04283,USA,Education,1000+,Direct
C04284,USA,Education,11-50,Direct
C04285,Canada,Technology,1000+,Paid Ads
C04286,Canada,Education,501-1000,Paid Ads
C04287,Australia,Finance,1000+,Referral
C04288,Canada,Healthcare,51-200,Event
C04289,USA,Manufacturing,1-10,Direct
C04290,France,Finance,501-1000,Organic Search
C04291,UK,Finance,201-500,Event
C04292,USA,Healthcare,1000+,Direct
C04293,Canada,Manufacturing,501-1000,Referral
C04294,India,Finance,201-500,Direct
C04295,USA,Education,201-500,Paid Ads
C04296,USA,Healthcare,11-50,Organic Search
C04297,USA,Manufacturing,11-50,Organic Search
C04298,USA,Retail,501-1000,Paid Ads
C04299,UK,Technology,501-1000,Event
C04300,Canada,Education,51-200,Paid Ads
C04301,USA,Healthcare,1-10,Organic Search
C04302,India,Technology,1-10,Referral
C04303,France,Retail,501-1000,Event
C04304,Canada,Finance,11-50,Direct
C04305,France,Finance,1000+,Referral
C04306,USA,Manufacturing,51-200,Event
C04307,UK,Healthcare,1-10,Organic Search
C04308,Canada,Healthcare,501-1000,Organic Search
C04309,France,Manufacturing,11-50,Referral
C04310,France,Technology,11-50,Event
C04311,USA,Finance,11-50,Direct
C04312,India,Finance,1000+,Direct
C04313,USA,Healthcare,201-500,Paid Ads
C04314,Australia,Healthcare,1000+,Referral
C04315,India,Manufacturing,11-50,Event
C04316,USA,Retail,501-1000,Referral
C04317,Germany,,51-200,Direct
C04318,USA,Education,1000+,Event
C04319,UK,Retail,501-1000,Organic Search
C04320,UK,Retail,11-50,Organic Search
C04321,Canada,Healthcare,51-200,Event
C04322,India,Healthcare,1-10,Referral
C04323,Germany,Healthcare,1-10,Referral
C04324,UK,Retail,501-1000,Organic Search
C04325,France,Technology,51-200,Organic Search
C04326,India,Healthcare,501-1000,Direct
C04327,USA,Finance,51-200,Event
C04328,India,Technology,51-200,Referral
C04329,USA,,501-1000,Direct
C04330,France,Technology,51-200,Referral
C04331,USA,Healthcare,1000+,Organic Search
C04332,USA,Education,11-50,Event
C04333,UK,Manufacturing,51-200,Paid Ads
C04334,Canada,Healthcare,1000+,Event
C04335,USA,Retail,51-200,Paid Ads
C04336,USA,Education,1000+,Direct
C04337,Canada,Retail,501-1000,Paid Ads
C04338,India,Technology,1-10,Paid Ads
C04339,USA,Retail,201-500,Direct
C04340,USA,Education,51-200,Event
C04341,UK,Education,201-500,Direct
C04342,USA,Healthcare,51-200,Organic Search
C04343,France,Finance,501-1000,Organic Search
C04344,France,Healthcare,501-1000,Paid Ads
C04345,Canada,Technology,1000+,Direct
C04346,USA,Retail,51-200,Direct
C04347,France,Finance,501-1000,Direct
C04348,Canada,Manufacturing,501-1000,Event
C04349,France,Education,51-200,Referral
C04350,Canada,Finance,1000+,Referral
C04351,France,Finance,1000+,Referral
C04352,Canada,Healthcare,1000+,Event
C04353,UK,Manufacturing,1000+,Direct
C04354,India,Education,1-10,Referral
C04355,UK,Technology,51-200,Direct
C04356,Canada,Technology,1-10,Paid Ads
C04357,USA,Finance,501-1000,Referral
C04358,Canada,Finance,1-10,Paid Ads
C04359,Canada,Retail,1000+,Event
C04360,USA,Manufacturing,501-1000,Organic Search
C04361,USA,Education,1-10,Event
C04362,Canada,Finance,1-10,Event
C04363,France,Retail,51-200,Event
C04364,UK,Manufacturing,1-10,Referral
C04365,USA,Education,501-1000,Paid Ads
C04366,Germany,Technology,1000+,Referral
C04367,USA,,51-200,Organic Search
C04368,UK,Manufacturing,1-10,Event
C04369,USA,Retail,51-200,Direct
C04370,USA,Finance,201-500,Organic Search
C04371,USA,Healthcare,51-200,Paid Ads
C04372,USA,Technology,1000+,Organic Search
C04373,USA,Finance,201-500,Referral
C04374,USA,Finance,201-500,Direct
C04375,UK,Manufacturing,51-200,Referral
C04376,UK,Retail,501-1000,Event
C04377,USA,Technology,1000+,Event
C04378,France,Finance,501-1000,Organic Search
C04379,USA,Manufacturing,1000+,Event
C04380,UK,Technology,1000+,Event
C04381,USA,Retail,501-1000,Paid Ads
C04382,USA,,11-50,Paid Ads
C04383,Canada,Education,201-500,Referral
C04384,Canada,Finance,51-200,Referral
C04385,Australia,Finance,501-1000,Paid Ads
C04386,Canada,Technology,501-1000,Organic Search
C04387,India,Technology,51-200,Paid Ads
C04388,USA,Technology,201-500,Referral
C04389,USA,Technology,51-200,Direct
C04390,USA,Manufacturing,1000+,Event
C04391,USA,Healthcare,11-50,Direct
C04392,UK,Manufacturing,1000+,Direct
C04393,Canada,Finance,11-50,Event
C04394,USA,,51-200,Paid Ads
C04395,India,,1000+,Organic Search
C04396,France,Education,201-500,Direct
C04397,USA,Technology,1000+,Organic Search
C04398,USA,Retail,501-1000,Referral
C04399,USA,Education,11-50,Direct
C04400,USA,Retail,11-50,Referral
C04401,USA,Finance,201-500,Paid Ads
C04402,UK,Technology,11-50,Direct
C04403,USA,Retail,11-50,Referral
C04404,USA,Finance,201-500,Referral
C04405,India,Technology,1000+,Paid Ads
C04406,Germany,Healthcare,51-200,Organic Search
C04407,India,Finance,1000+,Organic Search
C04408,USA,Manufacturing,501-1000,Direct
C04409,USA,Technology,501-1000,Paid Ads
C04410,Canada,Retail,11-50,Direct
C04411,USA,Education,501-1000,Organic Search
C04412,USA,Retail,51-200,Paid Ads
C04413,Germany,Manufacturing,11-50,Event
C04414,Canada,Manufacturing,501-1000,Paid Ads
C04415,UK,Retail,1-10,Paid Ads
C04416,UK,Education,1-10,Event
C04417,UK,Technology,1-10,Referral
C04418,USA,Finance,1-10,Referral
C04419,USA,Manufacturing,1000+,Referral
C04420,USA,Manufacturing,1-10,Organic Search
C04421,USA,Manufacturing,11-50,Paid Ads
C04422,India,Education,201-500,Event
C04423,Canada,Healthcare,1000+,Organic Search
C04424,Germany,Education,201-500,Event
C04425,USA,Technology,11-50,Organic Search
C04426,USA,Technology,11-50,Organic Search
C04427,USA,Technology,51-200,Organic Search
C04428,USA,Technology,1000+,Event
C04429,USA,Technology,201-500,Direct
C04430,France,Retail,1-10,Organic Search
C04431,Germany,Manufacturing,11-50,Referral
C04432,UK,Education,1-10,Paid Ads
C04433,UK,Retail,201-500,Direct
C04434,India,Education,1000+,Direct
C04435,USA,Healthcare,501-1000,Event
C04436,USA,Finance,501-1000,Direct
C04437,USA,Manufacturing,11-50,Event
C04438,France,Healthcare,51-200,Event
C04439,India,Retail,1-10,Referral
C04440,USA,Finance,11-50,Organic Search
C04441,Australia,,51-200,Direct
C04442,France,Education,1-10,Organic Search
C04443,USA,Finance,201-500,Organic Search
C04444,USA,Education,501-1000,Organic Search
C04445,UK,Healthcare,51-200,Event
C04446,India,Retail,1-10,Organic Search
C04447,USA,Education,11-50,Direct
C04448,France,Finance,1-10,Event
C04449,USA,Healthcare,11-50,Direct
C04450,Germany,Education,501-1000,Event
C04451,UK,Retail,501-1000,Paid Ads
C04452,Canada,Manufacturing,1-10,Paid Ads
C04453,France,Retail,1-10,Paid Ads
C04454,France,Retail,11-50,Paid Ads
C04455,Australia,Manufacturing,11-50,Event
C04456,USA,,51-200,Organic Search
C04457,Germany,Manufacturing,51-200,Referral
C04458,USA,Manufacturing,51-200,Referral
C04459,UK,Education,1-10,Paid Ads
C04460,UK,Education,1000+,Organic Search
C04461,UK,Manufacturing,1000+,Direct
C04462,UK,,1000+,Organic Search
C04463,India,Finance,1000+,Direct
C04464,USA,Healthcare,51-200,Referral
C04465,Germany,Manufacturing,1-10,Organic Search
C04466,USA,Finance,1000+,Organic Search
C04467,USA,Education,501-1000,Referral
C04468,USA,Finance,201-500,Organic Search
C04469,India,Manufacturing,501-1000,Direct
C04470,Australia,Education,1-10,Organic Search
C04471,India,Finance,1-10,Direct
C04472,India,Finance,201-500,Paid Ads
C04473,USA,Healthcare,11-50,Organic Search
C04474,USA,Finance,11-50,Direct
C04475,Germany,Manufacturing,11-50,Referral
C04476,UK,Technology,51-200,Paid Ads
C04477,UK,Technology,11-50,Organic Search
C04478,USA,Technology,51-200,Direct
C04479,Canada,Manufacturing,51-200,Organic Search
C04480,Canada,Technology,11-50,Direct
C04481,USA,Healthcare,11-50,Organic Search
C04482,UK,Manufacturing,201-500,Paid Ads
C04483,Canada,Education,1000+,Paid Ads
